username, created_at, lng, lat, text
videopixil, Sat Jan 30 01:56:51 +0000 2021, -81.367773, 28.501678, this week on https://t.co/HuK9xhll3U  #RaspberryPi boombox, Picos and Cosplay Wings https://t.co/kyl9mRLicf… https://t.co/a1zrrQjgWI 
jmbrowning27, Sat Jan 30 01:56:51 +0000 2021, -114.143262, 45.494552, @KevinRichert @davlinnews I have medal envy..... 
neumania_UMARY, Sat Jan 30 01:56:51 +0000 2021, -96.602301, 47.778315, @RhondaOlson13 I can’t wait for some BLING Miss Rhonda style! 
Bread_Butter27, Sat Jan 30 01:56:51 +0000 2021, -92.201688, 32.539046, What app y’all use to do y’all stock or whatever stuff on? 
BbgMeech_, Sat Jan 30 01:56:51 +0000 2021, -75.386460, 39.145024, @ayeeeeeema It ain’t out yet 
KellieAnnHenley, Sat Jan 30 01:56:51 +0000 2021, -120.882482, 47.273022, Not me, I want it ALL!! 😳😬😜 
GratefulQ, Sat Jan 30 01:56:51 +0000 2021, -83.173867, 32.678207, @JimNagy_SB @GeorgiaFootball Go Dawgs! 
Oconnellryan, Sat Jan 30 01:56:52 +0000 2021, -94.675094, 38.931549, Remind me that one to go order of @josepeppers margs is not enough next time. 
cjbrinton, Sat Jan 30 01:56:52 +0000 2021, -122.330602, 47.614817, I'm ready to feel pain watching #B1G basketball again 
NeverDotard, Sat Jan 30 01:56:52 +0000 2021, -96.761753, 32.819858, @SlicinHammer @ChrissieKeffler @GOP @mattgaetz The most powerful person in the GOP has his son calling up Matt In W… https://t.co/hxFZ7Dk440 
capt_shae, Sat Jan 30 01:56:52 +0000 2021, -76.255686, 36.895082, My gf feels like you have to have a green vegetable with every meal...I swear she will put spinach in your brownies just to make it so 😂 
kierankyle, Sat Jan 30 01:56:52 +0000 2021, -117.104989, 32.810012, @bitcoinPalmer @maticnetwork @tokenizedtweets I’ll bet you 10eth I sell it 
GloriaLeibig, Sat Jan 30 01:56:52 +0000 2021, -75.129852, 40.096595, Good for them! 
tommy85nawf, Sat Jan 30 01:56:52 +0000 2021, -83.173867, 32.678207, Dont follow yo heart it giv bad directions follow yo 1st mind instead 
Breeeskii__, Sat Jan 30 01:56:52 +0000 2021, -82.985772, 39.994684, @eat_my_tweet69 Girl it was $550. I’m getting all my shit back one way or another 😂 
roger_bbarreto, Sat Jan 30 01:56:52 +0000 2021, -118.411907, 34.020789, CRETINO #redebbb #bbb21 
tranquilnemesis, Sat Jan 30 01:56:52 +0000 2021, -117.462698, 34.108160, irs boutta get my ass 
tim_radio, Sat Jan 30 01:56:52 +0000 2021, -94.251789, 35.219024, Queen Fish!!!! 👸🏼👸🏼 🏀🏀🏀 @KFisher21 https://t.co/ZeiTqJDT5p 
DrBibiNeumann1, Sat Jan 30 01:56:52 +0000 2021, -93.217303, 45.027757, @ChuckModi1 I found this on Instagram https://t.co/YSWMC6XTdt 
_crooooo, Sat Jan 30 01:56:53 +0000 2021, -95.446486, 29.838495, I’m too old to be yelling anybody name to get they attention.. if you see me you see me, if you don’t you don’t. 
kiararobinson11, Sat Jan 30 01:56:53 +0000 2021, -95.446486, 29.838495, gimme a lil gemini pls 
OnlyJimmyStar21, Sat Jan 30 01:56:53 +0000 2021, -73.862797, 41.066766, @chrissieminaj01 Liz is, Red is just making sure 
Jordan_Elise, Sat Jan 30 01:56:53 +0000 2021, -121.873730, 37.331159, @Mr_Cacturne Beautiful!!! 
poisonJadeVine, Sat Jan 30 01:56:53 +0000 2021, -73.968542, 40.780709, Gracias Presidente por esas lindas imágenes en Palacio Nacional 
Zurita0719Oscar, Sat Jan 30 01:56:53 +0000 2021, -117.022695, 38.502147, Shit built me 
big_papa_kaden, Sat Jan 30 01:56:53 +0000 2021, -97.135638, 32.701850, Any clue on when this 360 to I30 shitshow will be done? 
ChuckBonfig, Sat Jan 30 01:56:53 +0000 2021, -77.604684, 41.117936, @ItsAndyBoy I stopped at a brewery tonight and they had maybe 3 tables in use. Just brutal. The struggle is real. 
LivinDeadGrl77, Sat Jan 30 01:56:54 +0000 2021, -104.622776, 38.269550, @ButtSnuggleBoi That's cool it's a joke 
conleyfanclub, Sat Jan 30 01:56:54 +0000 2021, -73.948775, 40.655138, Oh wow. 
jayshotline, Sat Jan 30 01:56:54 +0000 2021, -119.763903, 36.298599, Why are all these throwbacks coming up on my TL I use to watch people wear these I never had a pair😭🤦🏽‍♂️ 
cherrybonnn, Sat Jan 30 01:56:54 +0000 2021, -83.804475, 27.698682, 💭 https://t.co/ZA1ACnORy2 
Snookie_Baby01, Sat Jan 30 01:56:54 +0000 2021, -90.046692, 34.948131, My little cuzin tell me she looks up to me has really made my day 😌 
HawkeyeHunz, Sat Jan 30 01:56:54 +0000 2021, -94.023313, 41.615468, @Josh86655457 I don’t know. Kind of grown to like it. 
SEV7N_TYB, Sat Jan 30 01:56:54 +0000 2021, -97.285913, 32.779967, @kikiSTFU Not Blanco that shit smooth 
powellmansfield, Sat Jan 30 01:56:54 +0000 2021, -84.433106, 33.767195, @westcoasthomo_ Same 
CeeHawk, Sat Jan 30 01:56:54 +0000 2021, -97.672732, 30.519340, @TheTopGrant 😩😩😩 
therealbr79, Sat Jan 30 01:56:54 +0000 2021, -85.768241, 37.822244, @wgriffin28 @Tolltac It’s not even the gun that’ll save you in a bad situation it’s what’s between your eyes and ke… https://t.co/FDUmF7PTnP 
TiDan20, Sat Jan 30 01:56:54 +0000 2021, -73.570820, 45.402802, @derekdj1954 Photoshopped pic...Sophie doesn’t let @justintrudeau see the childrens anymore...not a good influence on them 
cam4our, Sat Jan 30 01:56:54 +0000 2021, -75.117998, 40.004866, keep it low key she ain't running her mouth she never want me to pull out.. 
HeelStCloud, Sat Jan 30 01:56:54 +0000 2021, -70.778783, 43.056114, @Drizztdj Like, who’s Anti-boobs? Clearly only this guy. 😂 
punchycritic, Sat Jan 30 01:56:54 +0000 2021, -77.187873, 38.863045, Ben Wheatley's IN THE EARTH is today's third and final film. Easily my most anticipated of the day. #sundance2021 
_Bro_Hamm_, Sat Jan 30 01:56:54 +0000 2021, -158.151349, 21.386840, @NiajaMonet_ Outstanding! 
BabyBlancoChris, Sat Jan 30 01:56:55 +0000 2021, -117.022695, 38.502147, @DerrekIsKing Yeah that place is hella good aha 
GwenCoke, Sat Jan 30 01:56:55 +0000 2021, -82.163663, 33.536182, @Caliheart74 @POTUS You must be an idiot! 
T_Dawg93, Sat Jan 30 01:56:55 +0000 2021, -90.368933, 38.785832, You would think after being linked to the guy for 3 straight offseasons 
Chin0e, Sat Jan 30 01:56:55 +0000 2021, -95.158936, 29.668301, @lilcroisssant BUT you don’t know who your person be fucking with either 😐 https://t.co/KOLHwpU9B9 
pammypoo123, Sat Jan 30 01:56:55 +0000 2021, -123.122401, 44.065621, @DavidYeshua4 Biden may beat that!!! 
juggie75001, Sat Jan 30 01:56:55 +0000 2021, -96.734900, 33.061243, @yaya_yamean Yeah you would think her bridesmaids would’ve texted her that night to tell her. 
T_Rex_2313, Sat Jan 30 01:56:55 +0000 2021, -102.357431, 33.582408, @zZMaV3RiCkZz Got they ass let’s go fuck racism!!!! 
SomethingVulgar, Sat Jan 30 01:56:56 +0000 2021, -80.233328, 25.782353, @FIEND4DAMONEY @JerkHutTampa 
KATIE1STLADY, Sat Jan 30 01:56:56 +0000 2021, -74.153947, 40.572376, Yay......😐 
mysticbreux, Sat Jan 30 01:56:56 +0000 2021, -90.011008, 29.982601, omg they put my bby in an ad. 
WillLoveInc, Sat Jan 30 01:56:56 +0000 2021, -74.724323, 40.073041, Thank you so much! 😊 I really appreciate that! I tried to ask as much as possible within the time frame. Stay tuned… https://t.co/LSUfiKDpEk 
backwoodbeezy, Sat Jan 30 01:56:56 +0000 2021, -85.604962, 42.912768, @cdxliv444 Man you can’t play like that bae 
MCantuKCBD, Sat Jan 30 01:56:56 +0000 2021, -100.076888, 31.168893, Some high schools allow students to grow beards and that just baffles me. At my high school kids were nearly suspen… https://t.co/B4UH1sx7fC 
poppabugg, Sat Jan 30 01:56:57 +0000 2021, -73.948775, 40.655138, Well... 
LochheadS, Sat Jan 30 01:56:57 +0000 2021, -92.436774, 38.304558, He’s a democrat stooge. They won’t hold him accountable! 
Jsmithjax, Sat Jan 30 01:56:57 +0000 2021, -81.394759, 30.193203, @govkristinoem @politico The vaccines aren’t the answer. They never were. 
DancesWithRain, Sat Jan 30 01:56:57 +0000 2021, -122.330602, 47.614817, @MichaelBePetty That is good, we have a two month wait. 
mikerhodes59, Sat Jan 30 01:56:57 +0000 2021, -85.978600, 35.830522, @IngrahamAngle Someone muzzle this ox 
Adamwinkley2, Sat Jan 30 01:56:57 +0000 2021, -83.804475, 27.698682, @mtgreenee @JoeBiden HEY QANON members, 2 BLIND 2 SEE? President TRUMP delivered the documents as promised.  He wen… https://t.co/e74mfgYg0L 
MrspiderSV, Sat Jan 30 01:56:57 +0000 2021, -115.135165, 36.060964, Se imaginan este lugar lleno de vida con arboles 😍 
LatoyaF56306625, Sat Jan 30 01:56:57 +0000 2021, -73.022108, 41.566578, @warnermusic @Anitta @1djplugg @elektrarecords  @Epic_Records @BoutiqueName @welcomeOVO @LatoyaF56306625… https://t.co/R45ghFBtbs 
lawsonroberts, Sat Jan 30 01:56:57 +0000 2021, -79.943432, 32.792156, Love seeing them busy as can be and on a wait! @ Bistronomy By Nico https://t.co/h7KiBkYn7p 
IsaiahHoward_, Sat Jan 30 01:56:57 +0000 2021, -95.508925, 29.574284, https://t.co/nSE5kUXlKP 
cristafaith1, Sat Jan 30 01:56:57 +0000 2021, -93.666378, 32.524673, Chelsea took a bar😭and I’m honestly loving it . We on FaceTime she look so fucked up and then she had walked away f… https://t.co/snbKkIpNnW 
ShottaSham_iAm, Sat Jan 30 01:56:57 +0000 2021, -97.754724, 30.323346, I real life forgot I had some damn rap snacks noodles in my purse... https://t.co/NbGq7skSFM 
_adayja, Sat Jan 30 01:56:58 +0000 2021, -73.948775, 40.655138, lmao it’s not for everybody for a fact 
TheOnlyCritic, Sat Jan 30 01:56:58 +0000 2021, -84.049274, 41.900831, Next up: Most anticipated film of #Sundance ON THE COUNT OF THREE https://t.co/LGuUquwy2y 
DrTGIF, Sat Jan 30 01:56:58 +0000 2021, -84.475291, 33.657586, @big_business_ Side note: I miss this nigga playing Fortnite. Hilarious!!! 
MColeman210, Sat Jan 30 01:56:58 +0000 2021, -98.540651, 29.417501, I love OSO. 
Sallysue0314201, Sat Jan 30 01:56:58 +0000 2021, -97.754724, 30.323346, @mygirl2017 Prayers and Love! We will not let you be alone. You are Twitter Family and friends!😊♥️♥️🌷🌷🌷 
ObsessiveVaping, Sat Jan 30 01:56:58 +0000 2021, -77.473399, 37.761581, It has beenabbeysosvrewed 
theedessii, Sat Jan 30 01:56:58 +0000 2021, -88.121338, 30.761014, Lil durk just called me askin for his chain, i hung up so fast 
gonzalezmartinn, Sat Jan 30 01:56:58 +0000 2021, -110.722327, 27.883699, Wa terminar de limpiar el cuarto para tirarme a la cama y ver drag race y drag race uk, ugggh que buen viernes de vestidas 
CharlesWMcKinn2, Sat Jan 30 01:56:58 +0000 2021, -89.922029, 35.133521, @Coo_ray Yup! Same energy. 
Nabanda, Sat Jan 30 01:56:58 +0000 2021, -76.814072, 39.094587, Borrowing a lead 🍃 
OG_Gabbie, Sat Jan 30 01:56:58 +0000 2021, -84.683886, 33.865068, LOVE TO SEE MY BR PEOPLE WINNING!!! 
Keokuksports, Sat Jan 30 01:56:58 +0000 2021, -93.389864, 41.938228, HALF:Keota 37Iowa Valley 13 
Rlogantrack, Sat Jan 30 01:56:58 +0000 2021, -90.454076, 38.715947, Happy Birthday bro. You on the way to the top. All love🖤🙏🏽 
buffalownyfun, Sat Jan 30 01:56:58 +0000 2021, -79.347762, 42.481701, When is the callback 
CoachRoyM, Sat Jan 30 01:56:59 +0000 2021, -97.445173, 35.222301, Keep thinking it’s a game... #SpeedD™️🚷 #OUDNA🧬 
angeldobard, Sat Jan 30 01:56:59 +0000 2021, -90.833088, 29.794553, It's giving Devil Wears Prada😍 #RuPaulsDragRace 
Chief_Tellis, Sat Jan 30 01:56:59 +0000 2021, -98.540651, 29.417501, @elonmusk Boy gimme me some of that money 
smoothington, Sat Jan 30 01:56:59 +0000 2021, -73.849441, 40.850347, Bro get Payton the fuck outta here please we paying 4 on 5 
derekroy100, Sat Jan 30 01:56:58 +0000 2021, -111.900154, 40.562483, Fabulous and babied 2014 #Honda #Accord #white #tan leather and sunroof. 61,800 miles. 304321 https://t.co/emAHgWc9GS 
Misshhheeellll, Sat Jan 30 01:56:59 +0000 2021, -118.411907, 34.020789, @Carinaliseth_ I’m glad there’s one 😋 
djs412, Sat Jan 30 01:56:59 +0000 2021, -73.679959, 41.413470, #cadillactrivia Dennis Rodman 
Joedelfino7, Sat Jan 30 01:56:59 +0000 2021, -72.929158, 41.298394, @PastorJohnHagee Amen @PastorJohnHagee 
jkay641, Sat Jan 30 01:56:59 +0000 2021, -94.359259, 41.058870, All set up and ready to watch the #Hawkeyes on the projector! Let's GOOOOO #forthebrand @tyschmit @PatMcAfeeShow https://t.co/R1rPvExMJM 
relatableboss, Sat Jan 30 01:56:59 +0000 2021, -73.948775, 40.655138, Very big week for local news! https://t.co/g5OEyjTKW6 
likeholywine, Sat Jan 30 01:56:59 +0000 2021, -122.435979, 37.770657, Honestly the world hasn’t been the same since the RHOBH Amsterdam trip. 
YoungSweetJMZ, Sat Jan 30 01:57:00 +0000 2021, -118.346153, 33.953633, 7 watches later I still rock a Rollie! 
dfeltner11, Sat Jan 30 01:57:00 +0000 2021, -84.361532, 39.506104, @CCLcaribecrew I think he puts off Republican vibes! 🤣🤣🤣 
treasuresnec, Sat Jan 30 01:57:00 +0000 2021, -75.165100, 39.952700, Just posted a photo @ Philadelphia, Pennsylvania https://t.co/t8mR9z9iVk 
MickRobbie, Sat Jan 30 01:57:00 +0000 2021, -79.002112, 35.054627, There is nothing better than fresh sheets! 
JerMcGee, Sat Jan 30 01:57:00 +0000 2021, -88.440860, 43.123517, Is Gaetz going to stop and visit Kanye? 
DianeAudrey4, Sat Jan 30 01:57:00 +0000 2021, -112.064800, 41.135317, 🍑 💪🏼 https://t.co/BFItO6bKPF 
RestlessSamurai, Sat Jan 30 01:57:00 +0000 2021, -116.888844, 32.252481, 🤣🤣🤣 
tanyamoes, Sat Jan 30 01:57:01 +0000 2021, -98.244083, 26.111549, Way to play ladies!! 
Raptorsdan, Sat Jan 30 01:57:01 +0000 2021, -79.272570, 43.629311, @Raptors21592411 Me encanta tu actitud! Ya yo no tendré ni una pizca de paciencia. Malas decisiones no las premio ni las defiendo. 
TrevorAcy, Sat Jan 30 01:57:01 +0000 2021, -87.047352, 35.636814, @nolacampanella I didn't know there was a Brocatos in the quarter 
thelast6months, Sat Jan 30 01:57:01 +0000 2021, -80.748233, 34.944999, Unbelievable. 
torreon, Sat Jan 30 01:57:01 +0000 2021, -103.460398, 25.540505, #Meta Al finalizar dos entradas, los @clubtomateros superan a @ClubNaranjeros por pizarra de 1 a 0. #FinalLMP ⚾️ 
sophmangas, Sat Jan 30 01:57:01 +0000 2021, -75.117998, 40.004866, @tillamundo tf 
GrowlerandGill, Sat Jan 30 01:57:01 +0000 2021, -74.005307, 41.095206, Tin Barn Back 40 on tap now. https://t.co/xiKruPbect #craftbeer #beergeek #BeerMenus 
torreon, Sat Jan 30 01:57:01 +0000 2021, -103.460398, 25.540505, Este fin de semana concluye el plazo para que los jóvenes que no recogieron su cartilla militar, acudan por el docu… https://t.co/LQ0m7xnPe9 
tattoogirl70, Sat Jan 30 01:57:02 +0000 2021, -106.489000, 31.765800, For reals! @ El Paso, Texas https://t.co/tcOpGTafHu 
stellarone333, Sat Jan 30 01:57:02 +0000 2021, -71.683502, 42.036939, Combien? 
Cswymerr, Sat Jan 30 01:57:02 +0000 2021, -84.352444, 33.943457, @Pointlexx @meowmeowkysnyaa Go get her then 
enjoy65355117, Sat Jan 30 01:57:02 +0000 2021, -73.968542, 40.780709, If you Bottom stay in the line I’ll fuck u soon, if u Top go to my sub boy @usemeamsub1 you’ll like it 👊🏽 https://t.co/Ide80SGFlm 
GallifreyanMike, Sat Jan 30 01:57:02 +0000 2021, -95.326899, 29.547885, @TravisAllen02 As well as the stupidest. 
PatrickSmith_K, Sat Jan 30 01:57:02 +0000 2021, -72.618040, 41.762063, @mymoudemoha Couple things you need to do before underestimate Champagne 😂😂 Enjoy it...moderately 😉 
CIBerger, Sat Jan 30 01:57:02 +0000 2021, -118.411907, 34.020789, @GailSimone This bears repeating 
COwsley33, Sat Jan 30 01:57:02 +0000 2021, -91.537062, 41.647354, @OGkevingill the main reason we Iowan are pissed is our genocidal governor. But thats just like...my opinion man.… https://t.co/BF2EnzPnzg 
kingparkergold, Sat Jan 30 01:57:02 +0000 2021, -73.948775, 40.655138, Thank you Kanye 
j_elliott78, Sat Jan 30 01:57:02 +0000 2021, -82.985772, 39.994684, @LikeRez12 https://t.co/4EHbx4rGcf 
the__Khaleeesi, Sat Jan 30 01:57:03 +0000 2021, -77.604684, 41.117936, #GameStop https://t.co/uw83V9XDWz 
QueenLambright7, Sat Jan 30 01:57:03 +0000 2021, -71.088712, 42.313670, Anything to free me from Scal 😂😂😂 
saballes8470, Sat Jan 30 01:57:03 +0000 2021, -96.835249, 33.150140, @lisaponyexpress I am sis.... thank you 😘 
BhawkTommyHawk, Sat Jan 30 01:57:03 +0000 2021, -87.732013, 41.833585, So close! 
mikeriordannyc1, Sat Jan 30 01:57:03 +0000 2021, -73.968542, 40.780709, @TheRickWilson Oh hell yeah! BRING THE WRATH ON THIS GHOUL!!! 
MAGASUNSHINE1, Sat Jan 30 01:57:03 +0000 2021, -89.808114, 33.765961, @pnjaban @Testaclease5 I think so. We could go to jail. 
DRWarriorWay, Sat Jan 30 01:57:03 +0000 2021, -93.361321, 46.441861, Boys up at halftime vs Chisholm https://t.co/0gkYzmB3Wi 
epetmezas, Sat Jan 30 01:57:03 +0000 2021, -80.846785, 35.209059, @OhTheHumanatee Pwhahaha 
kwegg1995, Sat Jan 30 01:57:03 +0000 2021, -90.600600, 38.757838, @TheShivaaa 
austinknous9, Sat Jan 30 01:57:03 +0000 2021, -84.927056, 40.828694, @donaldglover 🔊 
swoozyqyah, Sat Jan 30 01:57:03 +0000 2021, -72.757385, 41.500753, The portrait behind her should have been a clue. 
FloydSoRandom, Sat Jan 30 01:57:03 +0000 2021, -96.761753, 32.819858, @imsosick1234 Bet that baby 
weathernerd6, Sat Jan 30 01:57:03 +0000 2021, -81.220009, 28.904590, @MrPorscheJr2 @WxMatteo @californiawx Exactly so since I still am I quit apologizing, that simple 
_deandria3, Sat Jan 30 01:57:04 +0000 2021, -83.804475, 27.698682, This is so cute 🥰 
Teauxboogie, Sat Jan 30 01:57:04 +0000 2021, -91.090800, 30.459100, This the one cuzzin! 
RamseyTherapist, Sat Jan 30 01:57:04 +0000 2021, -97.285913, 32.779967, "Cultural Marxism" dog whistles thrown around today as a more extreme reaction to systemic racism, which doesn't exist,  was publicized. 
SonkWaban, Sat Jan 30 01:57:04 +0000 2021, -70.461450, 41.609149, @AmericanIndian8 #wearestillhere 
MLK_859, Sat Jan 30 01:57:04 +0000 2021, -85.768241, 37.822244, @MysterySolvent No. The Party Of Q live her. 
blinkbomber, Sat Jan 30 01:57:04 +0000 2021, -83.173867, 32.678207, @sick__66 https://t.co/WNshGx3Ja5 
nlantz1986, Sat Jan 30 01:57:04 +0000 2021, -74.012217, 40.201915, @jillann_11 Agree, they should win, hopefully they just go on a tear. 
Hotwielzz, Sat Jan 30 01:57:04 +0000 2021, -111.917026, 40.765805, @Raider554B Gannon actually had a quote saying something like "it wouldn't be a good fit for my style of coaching" 
Uncle_Pony, Sat Jan 30 01:57:04 +0000 2021, -79.861034, 35.170499, God you're dumb 
IANCOGNEATO, Sat Jan 30 01:57:04 +0000 2021, -73.968542, 40.780709, need this clutch @tim__fitzgerald !!! 
MaryCruzArt19, Sat Jan 30 01:57:05 +0000 2021, -74.657520, 40.915123, So cute 
JacksonSull3, Sat Jan 30 01:57:05 +0000 2021, -78.871284, 38.438306, So wwe is still fucking it up nattie vs tamina to be number 30. Ugh why do they spoil shit right now #SmackDown 
thegreatelam, Sat Jan 30 01:57:05 +0000 2021, -117.234439, 47.662577, OK @MarvelStudios just makes magic. Every Episode of #WandaVision is special!!1. I need more Blip Stories. Imagin… https://t.co/6bfDPiGWPR 
holbrook_jaylin, Sat Jan 30 01:57:05 +0000 2021, -83.173867, 32.678207, Hands down one this trend😂 
rebornsilky, Sat Jan 30 01:57:05 +0000 2021, -115.229180, 31.789670, OOOOOO POR QUE SNAPCHAT TIENE ESTOS EFECTOS? https://t.co/g0aBf2ZgSJ 
erinmargaritaa, Sat Jan 30 01:57:05 +0000 2021, -83.291486, 42.399026, @baddestvirgo_ girl i cannot stand 90% of the scorpios i know so i feel it 
opejenna, Sat Jan 30 01:57:05 +0000 2021, -110.915573, 32.189391, ❗️❗️❗️❗️❗️ 
TTBird79, Sat Jan 30 01:57:05 +0000 2021, -80.233328, 25.782353, Can we please stop saying #briansicknick was killed “physically engaging with protestors”!? The man was beaten to d… https://t.co/0IkotnoCf5 
